,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
97,2265250,13,0.923076923077,358,22.1134&&0.0412&&5.1974&&0.0420&&0.9026&&11.9955&&1.0085&&4.8422&&79.0773&&32.1743&&6.8153&&,0.363636363636,100.0,0,12,0,1358.75,0.0833333333333,0
98,2373737,5,1.0,803,16.8464&&7.1309&&17.9725&&91.8990&&,0.0,60.0,2,5,0,1247.6,0.0,0
99,2369730,6,0.833333333333,706,97.8658&&1.0090&&0.9668&&17.9513&&,0.5,0.0,4,5,0,2030.4,0.0,0
100,2275852,20,0.35,611,0.0013&&3.9916&&22.0043&&126.9073&&0.0080&&0.0067&&,0.666666666667,100.0,0,7,0,3483.0,0.0,0
101,2345936,15,0.4,280,2.4069&&0.9454&&48.6753&&6.4647&&0.0452&&,0.6,66.6666666667,1,6,1,1174.0,0.0,0
102,2241367,9,0.555555555556,383,3.1409&&60.0627&&0.7302&&0.0065&&,0.75,40.0,3,5,0,1370.0,0.0,0
103,2305279,13,0.615384615385,500,15.3089&&6.9032&&6.0631&&91.0048&&18.8356&&0.0020&&7.8676&&,0.142857142857,75.0,2,8,1,1197.375,0.5,0
104,2423151,11,0.545454545455,738,0.0172&&0.0058&&0.2645&&0.0836&&153.4247&&,0.8,16.6666666667,2,6,1,1351.5,0.0,0
105,2285166,11,0.454545454545,53,3.8044&&0.9052&&0.1907&&4.0592&&,0.75,0.0,4,5,0,2640.0,0.0,0
106,2285484,27,0.592592592593,268,5.9251&&0.0431&&0.0330&&0.0477&&3.7552&&0.1197&&2.9264&&3.5485&&0.0819&&0.0098&&5.9859&&0.0096&&135.5433&&0.0342&&9.7656&&,0.733333333333,25.0,5,16,0,1214.0,0.0,0
107,2265265,7,0.857142857143,677,138.2411&&0.0057&&0.0144&&0.0052&&2.9388&&,0.8,16.6666666667,3,6,0,1147.16666667,0.0,0
