,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
99,2519640,144,0.222222222222,97,19.2842&&3.7136&&2.2109&&0.8578&&0.1821&&0.0567&&0.2447&&0.6244&&0.1004&&0.8198&&0.4989&&5.6483&&1.1095&&0.6855&&8.0547&&25.2369&&1.9794&&4.7719&&2.0399&&5.1668&&13.7998&&3.0396&&3.0268&&0.1367&&1.9545&&12.0793&&1.7153&&0.2603&&0.8975&&6.0409&&0.0676&&,0.709677419355,21.875,11,32,6,3741.0625,0.1875,2
100,2514575,5,1.4,340,0.0202&&0.0565&&18.0890&&7.7385&&0.0107&&59.1554&&,0.5,85.7142857143,1,7,0,1258.0,0.285714285714,0
101,2531210,6,1.83333333333,319,0.5803&&1.4758&&0.0069&&4.0005&&2.6577&&0.0175&&0.0194&&0.0011&&1.6558&&122.7884&&,0.8,36.3636363636,6,11,0,1458.45454545,0.363636363636,2
102,2493964,4,2.0,336,0.0097&&0.0140&&0.0010&&0.0596&&0.0637&&3.1046&&94.9619&&,0.857142857143,62.5,2,8,0,1084.625,0.5,0
103,2543587,4,1.5,401,0.0116&&0.6530&&9.0561&&0.0045&&73.8271&&,0.6,16.6666666667,2,6,0,1465.5,0.166666666667,0
104,2468634,16,0.375,446,0.9239&&26.7270&&0.9275&&0.1547&&64.3506&&,0.6,16.6666666667,3,6,4,1526.5,0.166666666667,0
105,2502363,8,0.625,568,0.0691&&94.6221&&0.0019&&0.0038&&,0.75,60.0,1,5,1,2399.6,0.0,0
106,2454596,32,0.375,311,3.2530&&37.9959&&35.2235&&56.5162&&0.0449&&9.2771&&0.0190&&0.0699&&-0.0002&&0.0405&&0.1072&&,0.636363636364,100.0,0,12,0,959.083333333,0.416666666667,0
107,2626209,5,1.0,622,10.0004&&0.0275&&0.0016&&93.7409&&,0.5,0.0,3,5,0,1194.2,0.2,0
108,2513055,14,0.714285714286,312,0.0910&&1.7997&&14.0077&&20.1527&&74.8941&&3.1136&&3.1868&&0.0056&&0.0092&&,0.666666666667,50.0,3,10,0,1101.1,0.4,0
109,2573820,43,0.744186046512,77,3.3342&&4.2098&&0.1553&&0.4902&&3.3363&&0.2766&&7.8831&&2.8101&&2.0301&&0.0023&&3.8021&&0.4084&&0.0250&&2.8898&&2.7989&&0.0016&&0.5350&&0.4975&&1.0403&&1.9589&&0.1346&&9.1452&&10.8369&&0.2090&&24.8056&&2.7358&&0.2154&&0.8819&&2.0602&&10.1587&&0.7918&&,0.806451612903,100.0,0,32,0,1511.90625,0.09375,0
110,2523375,14,0.642857142857,380,0.0083&&0.0468&&0.7280&&3.1468&&30.8397&&84.0168&&7.9988&&0.0056&&,0.625,55.5555555556,4,9,0,1740.77777778,0.111111111111,0
111,2593103,10,0.6,10,0.1102&&0.0112&&0.1027&&0.8832&&0.9914&&,1.0,0.0,1,6,0,4287.83333333,0.166666666667,0
112,2472723,28,0.571428571429,129,0.0037&&0.0477&&3.9099&&0.0381&&0.0066&&0.0011&&0.0037&&0.0002&&0.0155&&37.9511&&34.1618&&0.7871&&0.2535&&0.8784&&3.1799&&,0.866666666667,68.75,3,16,0,1668.4375,0.0,0
113,2453236,14,0.571428571429,490,0.0039&&0.1160&&0.0302&&0.0100&&5.8422&&76.1311&&60.9453&&,0.571428571429,0.0,3,8,1,1210.75,0.0,0
114,2616232,16,0.375,540,0.1651&&27.2750&&52.2570&&17.7894&&15.0240&&,0.2,50.0,3,6,1,2013.0,0.166666666667,0
115,2464903,4,1.5,430,20.7522&&0.9435&&3.0088&&65.0532&&0.0332&&,0.6,0.0,1,6,2,1498.0,0.0,2
116,2523778,41,0.170731707317,483,0.1701&&0.6399&&4.2247&&114.0627&&0.9239&&0.8034&&,0.666666666667,71.4285714286,2,7,0,1386.42857143,0.0,0
117,2557672,21,0.666666666667,234,0.0281&&0.1621&&20.8325&&0.9938&&11.2716&&26.6946&&22.2988&&22.7662&&0.3300&&0.0067&&0.9538&&19.5956&&0.8660&&,0.538461538462,0.0,7,14,0,1760.42857143,0.0714285714286,2
118,2452545,9,0.555555555556,7,0.1704&&0.9642&&0.0196&&0.0316&&,1.0,20.0,2,5,0,1568.4,0.2,0
119,2518364,20,0.35,460,3.3689&&0.5959&&0.1621&&98.7562&&0.0007&&12.1708&&,0.666666666667,0.0,5,7,3,2263.42857143,0.0,0
120,2610517,12,0.666666666667,284,54.1054&&23.0835&&0.0015&&0.0147&&0.8081&&0.9083&&4.1005&&,0.571428571429,25.0,5,8,0,1260.875,0.25,0
121,2580236,37,0.432432432432,198,2.8171&&0.0054&&0.3773&&0.0278&&0.7366&&0.2410&&0.0102&&0.0037&&72.5935&&0.0056&&20.9586&&2.1752&&1.0131&&23.1170&&0.0595&&,0.8,62.5,3,16,0,1510.375,0.0625,0
122,2458226,34,0.235294117647,415,5.3606&&99.0871&&0.0299&&3.0044&&0.9655&&4.5177&&8.3114&&,0.428571428571,87.5,1,8,1,1385.0,0.0,0
123,2492921,12,0.916666666667,257,0.7984&&0.1778&&0.0444&&0.8252&&0.0418&&4.9500&&7.0342&&15.0017&&6.0163&&72.3727&&,0.5,100.0,0,11,0,2178.45454545,0.0,0
124,2532272,19,1.05263157895,150,0.0016&&2.9079&&0.0031&&3.0680&&103.8107&&0.2101&&0.7785&&0.0351&&0.1303&&0.0369&&0.9249&&2.8733&&1.0030&&0.0375&&0.9552&&0.0833&&0.9546&&0.9620&&0.0824&&,0.947368421053,10.0,9,20,0,1569.7,0.05,0
125,2522984,23,1.13043478261,132,0.0748&&0.0134&&0.4194&&4.5280&&0.1085&&3.9472&&2.1774&&2.7870&&0.0683&&0.1064&&0.0706&&0.8538&&2.9835&&2.8810&&8.0177&&10.1678&&0.8252&&0.1332&&0.0442&&0.0334&&2.8017&&3.9654&&27.1035&&64.2912&&0.0029&&,0.8,69.2307692308,6,26,0,1406.23076923,0.0384615384615,0
126,2609790,6,0.833333333333,114,0.0828&&0.0169&&18.9682&&0.0161&&,0.75,0.0,2,5,2,2638.2,0.0,0
127,2512120,19,0.368421052632,521,102.9880&&1.5510&&7.9405&&0.0049&&1.5702&&16.3522&&,0.5,14.2857142857,4,7,0,1335.28571429,0.0,0
